ID,predict
52752,0.8
53773,0.26
50112,0.08
53174,0.71
50414,0.52
52637,0.4
51214,0.68
50338,0.6
52534,0.03
53812,0.17
51076,0.18
53100,0.12
51089,0.04
52922,0.09
51269,0.77
51826,0.22
53842,0.28
53393,0.31
52891,0.1
53014,0.44
52642,0.29
50927,0.5
52356,0.55
51926,0.52
53458,0.11
51895,0.02
51378,0.94
52106,0.47
50159,0.11
54190,0.13
52234,0.24
50244,0.45
53439,0.08
51099,0.22
52205,0.1
52174,0.13
51768,0.46
53795,0.39
52370,0.3
54246,0.84
51083,0.12
52852,0.49
53284,0.56
52825,0.65
53175,0.1
54214,0.15
52230,0.12
52901,0.06
50845,0.53
54283,0.18
51544,0.57
53515,0.28
54038,0.17
51794,0.09
51252,0.78
51773,0.07
50273,0.08
52923,0.19
50182,0.67
54084,0.32
51075,0.11
53269,0.77
51817,0.08
54130,0.36
50462,0.7
53523,0.19
52137,0.05
53296,0.59
54184,0.17
53558,0.83
50050,0.15
53771,0.41
50853,0.41
52463,0.34
52724,0.33
53438,0.56
50534,0.68
51854,0.16
50234,0.77
51513,0.28
50680,0.71
54109,0.34
53939,0.09
50581,0.17
52449,0.55
50698,0.4
51761,0.15
50438,0.05
50527,0.35
50628,0.29
53440,0.33
51900,0.32
50717,0.18
51887,0.73
53223,0.07
51463,0.08
52180,0.12
50738,0.07
52077,0.24
52687,0.65
50238,0.8
51359,0.39
52371,0.15
51878,0.12
53817,0.23
50227,0.18
52256,0.08
51020,0.1
51582,0.51
53587,0.77
53952,0.21
51975,0.07
51771,0.97
53738,0.2
52398,0.06
53320,0.3
53627,0.68
50051,0.21
50507,0.16
53108,0.61
53681,0.23
53150,0.51
53085,0.05
51699,0.17
52623,0.23
51285,0.05
50478,0.23
53989,0.22
51801,0.08
52241,0.31
53456,0.07
52452,0.32
51614,0.27
53741,0.08
53704,0.06
51825,0.02
52942,0.23
51584,0.2
52539,0.4
53903,0.39
52754,0.71
53761,0.84
53711,0.09
51287,0.35
50000,0.44
53317,0.95
52009,0.14
51784,0.97
52297,0.1
53541,0.41
50889,0.24
53180,0.8
53498,0.19
52753,0.17
50979,0.19
52331,0.98
52361,0.17
52644,0.14
51763,0.21
54155,0.27
54061,0.48
54143,0.36
50367,0.84
52162,0.65
53034,0.24
53017,0.13
52982,0.15
54248,0.11
50978,0.22
53750,0.23
51265,0.67
52782,0.2
52859,0.29
51749,0.45
53532,0.21
50849,0.05
52065,0.12
51209,0.1
50114,0.31
52978,0.39
50818,0.13
50787,0.14
52603,0.2
53224,0.26
51056,0.19
54111,0.29
52546,0.4
52667,0.17
53577,0.08
54050,0.13
51427,0.05
53731,0.77
53918,0.09
53029,0.35
50241,0.06
50529,0.16
51180,0.62
51442,0.25
51772,0.07
54231,0.52
53618,0.14
50506,0.31
51579,0.42
53957,0.16
54160,0.64
52058,0.74
51751,0.32
52005,0.45
53709,0.17
53250,0.35
52300,0.24
51629,0.71
50805,0.35
54040,0.19
51124,0.92
53649,0.31
50314,0.22
51777,0.19
53944,0.12
52566,0.51
52513,0.11
50931,0.26
51685,0.2
54078,0.48
52890,0.11
53716,0.04
53518,0.12
50362,0.2
53732,0.13
50630,0.1
54186,0.24
51788,0.47
52369,0.54
52233,0.16
53204,0.22
52916,0.07
52804,0.15
53871,0.27
53958,0.18
50119,0.05
51959,0.09
51062,0.9
50840,0.17
50493,0.15
50443,0.08
51842,0.41
53156,0.5
50019,0.75
50418,0.58
53945,0.51
50991,0.51
50385,0.17
50929,0.5
50264,0.13
51452,0.28
52158,0.15
53210,0.48
50934,0.04
54290,0.19
50275,0.73
53400,0.33
51723,0.31
50133,0.23
51759,0.19
51307,0.38
50496,0.25
50335,0.05
53335,0.34
53214,0.28
50441,0.38
53161,0.15
53995,0.37
53095,0.09
53151,0.23
53776,0.33
51394,0.15
51350,0.22
52552,0.15
50408,0.06
51115,0.18
53153,0.58
51255,0.88
51866,0.29
50140,0.51
52685,0.58
53885,0.6
50688,0.81
53864,0.13
50583,0.28
50332,0.16
51293,0.89
54023,0.13
53775,0.62
51945,0.07
